wordToDisambiguate	sentence	sense1_pictoID_correct_arasaac	sense_pictoID_wsd_arasaac	sense_wolf_correct	sense_wolf_wsd_arasaac	synset_lemma_wsd_arasaac	url_wsd_arasaac	sense_wolf_wsd_sclera	synset_lemma_wsd_sclera	url_wsd_sclera	sense_wolf_wsd_beta	synset_lemma_wsd_beta	url_wsd_beta
aujourd''hui	combien de fois avez-vous vomi aujourd'hui ?	[13026, 32747]	[13026, 32747]	fre-30-00048475-r	fre-30-00048475-r	['actuellement', "aujourd'hui", 'de nos jours', 'désormais', 'maintenant']	<p> <img src="https://static.arasaac.org/pictograms/13026/13026_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/32747/32747_500.png" width="110"  heigth="110"> <p>	fre-30-00048268-r	['actuellement', "aujourd'hui", 'bientôt', 'de nos jours', 'de notre temps', 'maintenant', 'présentement']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//nu.png" width="110"  heigth="110"> <p>	fre-30-00048268-r	['actuellement', "aujourd'hui", 'bientôt', 'de nos jours', 'de notre temps', 'maintenant', 'présentement']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/beta//nu.png" width="110"  heigth="110"> <p>
vouloir	voulez-vous vous coucher ici ?	[5441, 31141, 36518]	[5441, 31141, 36518]	fre-30-01825237-v_fre-30-00709205-v	fre-30-01825237-v	['désirer', 'souhaiter', 'aimer', 'aspirer', 'avoir envie de', 'chercher', 'démanger', 'envier', 'espérer', 'manquer', 'mourir', 'mourir de faim', 'rêver de', 'trouver', 'vouloir', 'désir', 'souhait', 'volonté']	<p> <img src="https://static.arasaac.org/pictograms/5441/5441_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/31141/31141_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/36518/36518_500.png" width="110"  heigth="110"> <p>	fre-30-01824736-v	['aimer', 'souhaiter', 'désirer', 'vouloir', 'désir', 'souhait']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//hart.png" width="110"  heigth="110"> <p>	fre-30-01825237-v	['désirer', 'souhaiter', 'aimer', 'aspirer', 'avoir envie de', 'chercher', 'démanger', 'envier', 'espérer', 'manquer', 'mourir', 'mourir de faim', 'rêver de', 'trouver', 'vouloir', 'désir', 'souhait', 'volonté']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/beta//willen.png" width="110"  heigth="110"> <p>
autre	avez-vous d'autres problèmes de santé ?	[17054]	[4705, 11316]	fre-30-02069355-a_fre-30-02070188-a	fre-30-01640850-a	['neuf', 'nouveau', 'primeur']	<p> <img src="https://static.arasaac.org/pictograms/4705/4705_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/11316/11316_500.png" width="110"  heigth="110"> <p>	fre-30-02070491-a	['neuf', 'nouveau']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//opnieuw-doen.png" width="110"  heigth="110"> | <img src="http://webservices.ccl.kuleuven.be/picto/sclera//pijl-rechts.png" width="110"  heigth="110"> <p>	fre-30-01640850-a	['neuf', 'nouveau', 'primeur']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/beta//nieuw.png" width="110"  heigth="110"> <p>
endroit	avez-vous reçu un coup à l'endroit de la douleur ?	[9819]	[31031, 31129, 31131]	fre-30-05611822-n	fre-30-08664443-n	['lieu', 'point', 'endroit', 'arrêt', 'bout', 'bureau de vote', 'cache', 'cachette', 'cime', 'crête', 'escale', 'faîte', 'flaque', 'haut', 'hauteur', 'la mecque', 'la mekke', 'pointe', 'région', 'rendez-vous', 'sacré', 'saint', 'sommet', 'tombe', 'tombeau', 'zone', 'appliquer', 'faire', 'fixer', 'mettre', 'orienter', 'placer', 'poser']	<p> <img src="https://static.arasaac.org/pictograms/31031/31031_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/31129/31129_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/31131/31131_500.png" width="110"  heigth="110"> <p>	fre-30-08664443-n	['lieu', 'point', 'endroit', 'arrêt', 'bout', 'bureau de vote', 'cache', 'cachette', 'cime', 'crête', 'escale', 'faîte', 'flaque', 'haut', 'hauteur', 'la mecque', 'la mekke', 'pointe', 'région', 'rendez-vous', 'sacré', 'saint', 'sommet', 'tombe', 'tombeau', 'zone', 'appliquer', 'faire', 'fixer', 'mettre', 'orienter', 'placer', 'poser']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//waar-3.png" width="110"  heigth="110"> <p>	fre-30-08664443-n	['lieu', 'point', 'endroit', 'arrêt', 'bout', 'bureau de vote', 'cache', 'cachette', 'cime', 'crête', 'escale', 'faîte', 'flaque', 'haut', 'hauteur', 'la mecque', 'la mekke', 'pointe', 'région', 'rendez-vous', 'sacré', 'saint', 'sommet', 'tombe', 'tombeau', 'zone', 'appliquer', 'faire', 'fixer', 'mettre', 'orienter', 'placer', 'poser']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/beta//waar.png" width="110"  heigth="110"> <p>
asseoir	êtes-vous souvent assis ?	[11371, 11372]	[11371, 11372]	fre-30-02692882-v	fre-30-02692882-v	['être']	<p> <img src="https://static.arasaac.org/pictograms/11371/11371_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/11372/11372_500.png" width="110"  heigth="110"> <p>	fre-30-01543123-v	['rassurer', 'reposer', 'rester', "s'accroupir"]	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//zitten.png" width="110"  heigth="110"> <p>	fre-30-01543123-v	['rassurer', 'reposer', 'rester', "s'accroupir"]	<p> <img src="http://webservices.ccl.kuleuven.be/picto/beta//zitten.png" width="110"  heigth="110"> <p>
pâte	mangez-vous beaucoup de riz ou de pâtes ?	[8652]	[8652]	fre-30-07698915-n	fre-30-07698915-n	['coquillette', 'pâte alimentaire', 'pâtes', 'pâtes alimentaires', 'aliment', 'alimentation', 'familier', 'nourriture', 'couscous', 'lasagne', 'linguine', 'macaroni', 'nouille', 'nouilles', 'penne', 'quenelle', 'ravioli', 'tagliatelle', 'tortellini', 'vermicelle']	<p> <img src="https://static.arasaac.org/pictograms/8652/8652_500.png" width="110"  heigth="110"> <p>	fre-30-07698915-n	['coquillette', 'pâte alimentaire', 'pâtes', 'pâtes alimentaires', 'aliment', 'alimentation', 'familier', 'nourriture', 'couscous', 'lasagne', 'linguine', 'macaroni', 'nouille', 'nouilles', 'penne', 'quenelle', 'ravioli', 'tagliatelle', 'tortellini', 'vermicelle']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//eten-pasta.png" width="110"  heigth="110"> | <img src="http://webservices.ccl.kuleuven.be/picto/sclera//farfalle.png" width="110"  heigth="110"> | <img src="http://webservices.ccl.kuleuven.be/picto/sclera//pasta.png" width="110"  heigth="110"> | <img src="http://webservices.ccl.kuleuven.be/picto/sclera//penne.png" width="110"  heigth="110"> | <img src="http://webservices.ccl.kuleuven.be/picto/sclera//spirelli.png" width="110"  heigth="110"> <p>	fre-30-07698915-n	['coquillette', 'pâte alimentaire', 'pâtes', 'pâtes alimentaires', 'aliment', 'alimentation', 'familier', 'nourriture', 'couscous', 'lasagne', 'linguine', 'macaroni', 'nouille', 'nouilles', 'penne', 'quenelle', 'ravioli', 'tagliatelle', 'tortellini', 'vermicelle']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/beta//deegwaren.png" width="110"  heigth="110"> <p>
poitrine	avez-vous très mal dans la poitrine ?	[2853, 7275, 8372]	[7275, 8372]	fre-30-05554405-n	fre-30-05554405-n	['lolo', 'mamelle', 'nibard', 'robert', 'sein', 'glande mammaire', 'Glande mammaire', 'glandes mammaires', 'bien en chair', 'voluptueux']	<p> <img src="https://static.arasaac.org/pictograms/7275/7275_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/8372/8372_500.png" width="110"  heigth="110"> <p>	fre-30-05553486-n	['sein', 'bien en chair', 'embrasser', 'englober', 'étreindre', 'voluptueux']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//borst.png" width="110"  heigth="110"> <p>	fre-30-05554405-n	['lolo', 'mamelle', 'nibard', 'robert', 'sein', 'glande mammaire', 'Glande mammaire', 'glandes mammaires', 'bien en chair', 'voluptueux']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/beta//borst.png" width="110"  heigth="110"> <p>
drôle	avez-vous un drôle de goût dans la bouche ?	[11355]	[8593, 11645, 24733, 24735, 31977, 36481, 36482]	fre-30-00968010-a	fre-30-01265308-a	['amusant', 'cocasse', 'comique', 'ridicule', 'acteur', 'bande dessinée', 'cocasserie', 'comédie', 'comédien', 'gaieté', 'hilarité', 'humoriste', 'joie', 'plaisir', 'rire', 'se bidonner']	<p> <img src="https://static.arasaac.org/pictograms/8593/8593_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/11645/11645_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/24733/24733_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/24735/24735_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/31977/31977_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/36481/36481_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/36482/36482_500.png" width="110"  heigth="110"> <p>	[]	None	<p>  <p>	[]	None	<p>  <p>
opération	avez-vous eu une opération du ventre ?	[27925, 28019, 31989]	[27925]	fre-30-00671351-n_fre-30-03850245-n	fre-30-00671351-n	['chirurgie', 'ablation', 'adustion', 'amputation', 'angioplastie', 'arthroscopie', 'castration', 'chirurgie plastique', 'extirpation', 'fiscalité', 'gastrectomie', 'greffe', 'hystérotomie', 'implantation', 'microchirurgie', 'myotomie', 'neurochirurgie', 'paracentèse', 'Point-to-Point Tunneling Protocol', 'PPP', 'stérilisation', 'taxation', 'trachéotomie', 'transplantation', "transplantation d'organes", 'trépanation', 'tympanoplastie', 'vasovasostomie', 'vivisection', 'chirurgical', 'opérer']	<p> <img src="https://static.arasaac.org/pictograms/27925/27925_500.png" width="110"  heigth="110"> <p>	fre-30-00671351-n	['chirurgie', 'ablation', 'adustion', 'amputation', 'angioplastie', 'arthroscopie', 'castration', 'chirurgie plastique', 'extirpation', 'fiscalité', 'gastrectomie', 'greffe', 'hystérotomie', 'implantation', 'microchirurgie', 'myotomie', 'neurochirurgie', 'paracentèse', 'Point-to-Point Tunneling Protocol', 'PPP', 'stérilisation', 'taxation', 'trachéotomie', 'transplantation', "transplantation d'organes", 'trépanation', 'tympanoplastie', 'vasovasostomie', 'vivisection', 'chirurgical', 'opérer']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//operatie.png" width="110"  heigth="110"> <p>	fre-30-00671351-n	['chirurgie', 'ablation', 'adustion', 'amputation', 'angioplastie', 'arthroscopie', 'castration', 'chirurgie plastique', 'extirpation', 'fiscalité', 'gastrectomie', 'greffe', 'hystérotomie', 'implantation', 'microchirurgie', 'myotomie', 'neurochirurgie', 'paracentèse', 'Point-to-Point Tunneling Protocol', 'PPP', 'stérilisation', 'taxation', 'trachéotomie', 'transplantation', "transplantation d'organes", 'trépanation', 'tympanoplastie', 'vasovasostomie', 'vivisection', 'chirurgical', 'opérer']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/beta//operatie.png" width="110"  heigth="110"> <p>
mètre	de combien de mètres êtes-vous tombé ?	[29074]	[24173]	fre-30-13659162-n	fre-30-03753077-n	['comptage', 'compteur', 'mesureur', 'instrument de mesure', 'ampèremètre', "compteur d'eau", 'compteur de vitesse', 'électromètre', 'galvanomètre', 'indicateur', 'indicateur de vitesse', 'Indicateur de vitesse', 'machine à affranchir', 'magnétomètre', 'odomètre', 'ohmmètre', 'radiomètre', 'taximètre', 'voltmètre', 'mesurer']	<p> <img src="https://static.arasaac.org/pictograms/24173/24173_500.png" width="110"  heigth="110"> <p>	[]	None	<p>  <p>	[]	None	<p>  <p>
âge	quel âge ont vos enfants ?	[7072]	[21008, 31075]	fre-30-15145171-n	fre-30-15153787-n	['troisième âge', 'vieillesse', 'sénilité', 'développer', 'gars', 'homme', 'mâle', 'mec', 'type']	<p> <img src="https://static.arasaac.org/pictograms/21008/21008_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/31075/31075_500.png" width="110"  heigth="110"> <p>	[]	None	<p>  <p>	[]	None	<p>  <p>
enfant	quel âge ont vos enfants ?	[7178]	[7178]	fre-30-09918554-n	fre-30-09918554-n	['bébé', 'môme', 'petit', 'être humain', 'homme', 'humain', 'individu', 'personne', "quelqu'un", 'quelqu’un', 'enfance']	<p> <img src="https://static.arasaac.org/pictograms/7178/7178_500.png" width="110"  heigth="110"> <p>	fre-30-09827683-n	['beauté', 'bébé', 'chéri', 'nourisson', 'nourrisson', 'nouveau-né', 'enfant', 'môme', 'bébé-éprouvette', 'chérubin', 'comte cain', 'enfant trouvé', 'filleul', 'papoose', 'choyer', 'dorloter', 'enfance', 'gâter', 'petite enfance']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//baby.png" width="110"  heigth="110"> <p>	fre-30-09918248-n	['môme', 'descendance', 'descendant', 'enfant', 'progéniture', 'beauté', 'bébé', 'bel-enfant', 'chéri', 'nourisson', 'nourrisson', 'nouveau-né']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/beta//kind_gezin.png" width="110"  heigth="110"> <p>
amener	pouvez-vous me montrer ce qui vous amène ?	[8994]	[6139, 6553, 7279, 7280, 32061, 37223, 37778]	fre-30-01999798-v	fre-30-02077656-v	['apporter', 'prendre', 'tenir', 'transporter', 'porter', 'aboutir', 'amener', 'atterrir', 'conduire', 'ramener', 'remettre', 'rentrer', 'répandre', 'retourner', 'revenir', 'transiter', 'transmettre', 'bande transporteuse', 'convoyeur', 'transport']	<p> <img src="https://static.arasaac.org/pictograms/6139/6139_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/6553/6553_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/7279/7279_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/7280/7280_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/32061/32061_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/37223/37223_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/37778/37778_500.png" width="110"  heigth="110"> <p>	fre-30-00135857-v	['aboutir', 'adapter', 'aligner', 'apporter', 'arriver', 'atterrir', 'attirer', 'débarquer', 'engendrer', 'exercer', 'mener', 'parvenir', 'provoquer', 'regrouper', 'remettre', 'soulever', 'soumettre', 'susciter', 'changer', 'modifier', 'transformer']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//dragen.png" width="110"  heigth="110"> <p>	fre-30-00135857-v	['aboutir', 'adapter', 'aligner', 'apporter', 'arriver', 'atterrir', 'attirer', 'débarquer', 'engendrer', 'exercer', 'mener', 'parvenir', 'provoquer', 'regrouper', 'remettre', 'soulever', 'soumettre', 'susciter', 'changer', 'modifier', 'transformer']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/beta//brengen.png" width="110"  heigth="110"> <p>
masque	vous devez porter un masque	[9169, 35613, 36791, 36793, 37040, 37267]	[9169, 27881, 35613, 36791, 36793, 36995, 36996, 36997, 36998, 37040, 37267]	fre-30-03725035-n	fre-30-03725035-n	['protection', 'respirateur']	<p> <img src="https://static.arasaac.org/pictograms/9169/9169_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/27881/27881_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/35613/35613_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/36791/36791_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/36793/36793_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/36995/36995_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/36996/36996_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/36997/36997_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/36998/36998_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/37040/37040_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/37267/37267_500.png" width="110"  heigth="110"> <p>	fre-30-03725035-n	['protection', 'respirateur']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//masker.png" width="110"  heigth="110"> <p>	fre-30-03725035-n	['protection', 'respirateur']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/beta//masker.png" width="110"  heigth="110"> <p>
contraception	prenez-vous un moyen de contraception ?	[31779, 31788, 31811, 32035, 32037, 32041, 32043]	[31779, 31788, 31811, 32035, 32037, 32041, 32043]	fre-30-00852181-n	fre-30-00852181-n	['contraception', 'planification de la famille', 'planification familiale', 'planning familial', 'Planning familial']	<p> <img src="https://static.arasaac.org/pictograms/31779/31779_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/31788/31788_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/31811/31811_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/32035/32035_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/32037/32037_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/32041/32041_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/32043/32043_500.png" width="110"  heigth="110"> <p>	[]	None	<p>  <p>	[]	None	<p>  <p>
membre	avez-vous des fourmillements dans les membres ?	[29086]	[29086]	fre-30-05559908-n	fre-30-05559908-n	['extrémité', 'chélicère', 'croc', 'doigt', 'griffe', 'membre', 'nageoire', 'pince']	<p> <img src="https://static.arasaac.org/pictograms/29086/29086_500.png" width="110"  heigth="110"> <p>	[]	None	<p>  <p>	fre-30-05526384-n	['Phallus', 'Pénis', 'bite', 'phallus', 'pénis', 'verge', 'micropénis', 'outil', 'paf', 'peter', 'pierre', 'pénial', 'pénien']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/beta//penis.png" width="110"  heigth="110"> | <img src="http://webservices.ccl.kuleuven.be/picto/beta//piemel.png" width="110"  heigth="110"> <p>
repos	avez-vous des vertiges au repos ?	[24503]	[24503, 36109]	fre-30-15274074-n	fre-30-15274074-n	['relief', 'répit', 'temps de repos', 'trêve', 'intermission', 'interruption', 'pause', 'repos', 'haleine', 'respiration', 'souffle', 'reposer', 'respirer', 'rester']	<p> <img src="https://static.arasaac.org/pictograms/24503/24503_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/36109/36109_500.png" width="110"  heigth="110"> <p>	fre-30-01062997-n	['pause', 'trêve', 'spring break', 'casser', 'faire', 'fermer']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//speeltijd.png" width="110"  heigth="110"> | <img src="http://webservices.ccl.kuleuven.be/picto/sclera//time-out.png" width="110"  heigth="110"> <p>	fre-30-04903813-n	['bilan', 'équanimité', 'calme', 'sérénité', 'tranquillité', 'apaiser', 'calmer', 'posé']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/beta//stil.png" width="110"  heigth="110"> <p>
petit	urinez-vous souvent en petite quantité ?	[4716]	[34072]	fre-30-01391351-a_fre-30-02386612-a	fre-30-01321579-n	['jeune', 'progéniture', 'animal', 'bête', 'créature', 'être', 'faune', 'alevin', 'guêtre', 'orphelin']	<p> <img src="https://static.arasaac.org/pictograms/34072/34072_500.png" width="110"  heigth="110"> <p>	fre-30-01391351-a	['faible', 'jeune']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//gebaar-klein.png" width="110"  heigth="110"> | <img src="http://webservices.ccl.kuleuven.be/picto/sclera//klein.png" width="110"  heigth="110"> <p>	fre-30-01646941-a	['immature', 'jeune', 'jeunesse', 'petit']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/beta//jong.png" width="110"  heigth="110"> <p>
travail	votre travail se passe-t-il bien ?	[11601, 16087, 16089, 19559]	[11601, 16087, 16089]	fre-30-00584367-n_fre-30-00582388-n	fre-30-00582388-n	['emploi', 'fonction', 'job', 'métier', 'occupation', 'place', 'profession', 'tâche', 'activité', 'carrière', 'catch', 'catering', 'commerce', 'comptabilité', 'désignation', 'éleveur', 'gibier', 'jeu', 'match', 'nomination', 'partie', 'pays', 'photographie', 'position', 'ravitaillement', 'restauration collective', 'situation', 'sport', 'terre', 'travail', 'vocation', 'absorber', 'accaparer', 'captiver', 'obnubiler', 'occuper']	<p> <img src="https://static.arasaac.org/pictograms/11601/11601_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/16087/16087_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/16089/16089_500.png" width="110"  heigth="110"> <p>	fre-30-00719705-n	['tâche', 'devoir', 'obligation', 'service']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//huishouden.png" width="110"  heigth="110"> | <img src="http://webservices.ccl.kuleuven.be/picto/sclera//klusjes.png" width="110"  heigth="110"> | <img src="http://webservices.ccl.kuleuven.be/picto/sclera//taken.png" width="110"  heigth="110"> <p>	fre-30-00620752-n	['labeur', 'travail', 'chasse', 'chasseur', 'effort', 'esclavage', 'fenaison', 'peine', 'Travail', 'aller', 'ardu', 'circuler', 'conduire', 'difficile', 'dur', 'éreintant', 'laborieux', 'lourd', 'peiner', 'pénible', 'pousser', 'remorquer', 'rouler', "s'épuiser à la tâche", 'travailler']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/beta//loon.png" width="110"  heigth="110"> <p>
rincer	vous rincez-vous la bouche après avoir utilisé le médicament ?	[8559, 8560, 27784, 30032, 30038, 30039]	[8559, 8560, 27784, 30032, 30038, 30039]	fre-30-00037138-v	fre-30-00037138-v	['laver', 'gargarisme']	<p> <img src="https://static.arasaac.org/pictograms/8559/8559_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/8560/8560_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/27784/27784_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/30032/30032_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/30038/30038_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/30039/30039_500.png" width="110"  heigth="110"> <p>	fre-30-01270199-v	['laver', 'faciliter', 'servir', 'lavable', 'lavage', 'lave-linge', 'lessivable', 'lessive', 'linge', 'machine à laver']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//mond-spoelen.png" width="110"  heigth="110"> <p>	fre-30-01270199-v	['laver', 'faciliter', 'servir', 'lavable', 'lavage', 'lave-linge', 'lessivable', 'lessive', 'linge', 'machine à laver']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/beta//spoelen.png" width="110"  heigth="110"> <p>
côte	vous êtes-vous déjà cassé une côte ?	[5433]	[2826, 8007]	fre-30-05279026-n	fre-30-09428293-n	['côte', 'rive', 'littoral', 'sands', 'seaside']	<p> <img src="https://static.arasaac.org/pictograms/2826/2826_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/8007/8007_500.png" width="110"  heigth="110"> <p>	fre-30-09428628-n	['seaside', 'côte']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//strand.png" width="110"  heigth="110"> <p>	fre-30-09428628-n	['seaside', 'côte']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/beta//strand.png" width="110"  heigth="110"> <p>
question	l'ordinateur va traduire mes questions	[7217, 9843, 10366, 10369]	[6998, 7217, 9843, 10366, 10367, 10368, 10369, 37330]	fre-30-07193596-n_fre-30-07196682-n	fre-30-07193596-n	['auditionner', 'avoir', 'contester', 'demander', 'douter', 'entretenir', 'examiner', 'interroger', 'questionner', 'réclamer']	<p> <img src="https://static.arasaac.org/pictograms/6998/6998_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/7217/7217_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/9843/9843_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/10366/10366_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/10367/10367_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/10368/10368_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/10369/10369_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/37330/37330_500.png" width="110"  heigth="110"> <p>	fre-30-07196682-n	['interrogatoire', 'phrase', 'question totale', 'auditionner', 'contester', 'douter', 'examiner', 'interroger', 'questionner', 'réclamer']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//vraag.png" width="110"  heigth="110"> <p>	[]	None	<p>  <p>
avant	votre dos s'est déjà bloqué avant ?	[13028, 32745]	[13028, 32745]	fre-30-00060939-r	fre-30-00060939-r	['antérieurement', 'auparavant', 'devant', 'précédemment', 'tôt']	<p> <img src="https://static.arasaac.org/pictograms/13028/13028_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/32745/32745_500.png" width="110"  heigth="110"> <p>	fre-30-00066781-r	['auparavant', 'en avant', 'en face']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//op-tijd-klok.png" width="110"  heigth="110"> <p>	fre-30-00066781-r	['auparavant', 'en avant', 'en face']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/beta//vooruit.png" width="110"  heigth="110"> <p>
partie	avez-vous des difficultés à bouger une partie de votre corps ?	[5436]	[5436, 9877]	fre-30-05867413-n	fre-30-05867413-n	['division', 'part', 'section', 'élément', 'concept', 'idée', 'notion', 'cadre', 'calendrier', 'composant', 'constituant', 'début', 'délai', 'époque', 'facteur', 'fin', 'ingrédient', 'issue', 'jeu', 'manche', 'milieu', 'mi-temps', 'période', 'point', 'quart-temps', 'relais', 'silence', 'supérieur', 'temps', 'terme', 'tour']	<p> <img src="https://static.arasaac.org/pictograms/5436/5436_500.png" width="110"  heigth="110"> | <img src="https://static.arasaac.org/pictograms/9877/9877_500.png" width="110"  heigth="110"> <p>	fre-30-00455599-n	['catch', 'jeu', 'activité', 'bowling', 'cartes', 'curling', 'jeu de cartes', 'Jeu de cartes', 'jeu de hasard']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/sclera//spelletjes-2.png" width="110"  heigth="110"> <p>	fre-30-03892891-n	['part', 'portion', 'élément', 'chose', 'objet', 'bit', 'bulbe', 'ceinture', 'composant', 'composante', 'constituant', 'cou', 'doigt', 'épave', 'fraction', 'hub', 'mégot', 'morceau', 'moyeu', 'orteil', 'partie', 'quignon', 'section', 'segment', 'taille', 'talon', 'tronçon', 'partial', 'partiel']	<p> <img src="http://webservices.ccl.kuleuven.be/picto/beta//deel.png" width="110"  heigth="110"> | <img src="http://webservices.ccl.kuleuven.be/picto/beta//stuk_nw.png" width="110"  heigth="110"> <p>
